claim_id,score,monto_fraude
2616,0.0827222927344526,167583
19072,0.08015981006717939,18690
18479,0.0745513891990797,7974
20621,0.07336177805853338,13955
11775,0.07248167485063385,48846
22376,0.07230933446769884,31897
14082,0.07228322965643602,23601
8668,0.07209997123101256,19424
27334,0.07177149533309474,0
16927,0.07176315106201489,0
17256,0.071383638514446,0
24555,0.0698803593395236,18313
9533,0.06959476994319658,0
13641,0.06926516964326922,23011
18329,0.06825715952728824,0
16319,0.06771748961847919,0
4261,0.06763980148716141,0
4260,0.06763980148716141,0
19741,0.06705473003917435,11164
10273,0.06670449206165789,0
8153,0.06669617074960482,7999
28101,0.06660840254691838,0
15396,0.06648370525503922,14928
21854,0.066468782212412,0
15708,0.06598869309171243,11901
18064,0.065595425391633,0
7853,0.06456926212635193,0
16483,0.06416534178380806,24043
22298,0.06409479035264543,0
4731,0.0640350335695284,0
9786,0.06380308884694628,53827
18522,0.06370138243546968,6971
5756,0.06367569713745456,0
10099,0.06364863313006429,9968
6253,0.06361653277149616,56516
12196,0.06338565154105624,6259
22406,0.06321691607263423,0
18308,0.06310485027770966,0
10853,0.06310485027770966,0
15363,0.06299535379181243,0
989,0.06295141598731994,0
14156,0.0629133625698377,23258
15641,0.06279085276196472,0
17822,0.06266051048101522,13777
24748,0.06259354733092772,0
16802,0.06258674670169424,78548
7589,0.06254871322154908,0
26419,0.062497532138995705,11961
8078,0.06244132082615919,0
13819,0.06236856911862807,0
25712,0.06212595867392009,0
11189,0.062023262461449125,0
22699,0.061971671915044345,0
13767,0.06191608701276894,6479
25264,0.06190489102696952,12064
9549,0.06188665753887882,0
7535,0.061843500653725965,0
85,0.06181277567947944,42322
13451,0.06172843893621242,194263
9344,0.06171291275900261,0
26625,0.061678880408914005,0
15699,0.06167864545476054,27551
505,0.06148050815528453,0
20894,0.06130091687556457,4540
19064,0.06129618201864772,0
15945,0.06128509268244798,0
16271,0.06124788600741345,0
3624,0.06114385247927843,22966
27981,0.06111886552677706,0
16078,0.060868663535453844,0
255,0.06085539202152724,0
747,0.0608466985549286,0
15691,0.060714348192807764,6580
9883,0.0607040874294048,0
23141,0.060686394315108465,0
598,0.060686394315108465,0
5220,0.06067004422152161,0
5155,0.060608532328573494,7501
24340,0.06049265318827681,8755
21282,0.06047306089051451,0
20485,0.0604540926324971,0
150,0.06042460559231819,0
17686,0.060407750240724846,0
6524,0.06038220065605112,0
24359,0.06038202257919034,0
23601,0.06035591110524741,16267
5431,0.06025995274335868,0
13717,0.06023355324115003,0
17274,0.06008696363307368,0
16392,0.06006605523756614,0
17364,0.06001224365292102,0
19888,0.06000266945039029,0
16570,0.05994803623140733,0
1171,0.05990429502666276,0
26189,0.05988188748479772,0
7086,0.05985191689045563,0
27914,0.059797801755589935,0
8110,0.059779030179153696,0
12943,0.05976370030564985,0
2562,0.05976370030564985,0
25772,0.05972474366389064,0
21952,0.059720951976392815,0
7614,0.05971498460792853,0
16370,0.05966229382032249,0
14800,0.0595872787182552,0
21499,0.0595634449686795,0
13639,0.0595634449686795,0
7477,0.05955385526357657,0
1130,0.05954857321830431,0
11051,0.05952348975884947,0
18549,0.05949094629195928,9569
27470,0.059465530974108255,0
7942,0.05944866860268882,0
10737,0.05942613465205721,0
22274,0.059353758382543274,0
13620,0.05933014168032008,0
23145,0.059316849605161065,0
15816,0.05927025869413564,16722
27265,0.059218547944513915,16569
20145,0.05921391293997991,14354
5389,0.05920333750139153,0
312,0.05917591089403526,0
9705,0.05916528224946307,20624
27500,0.0591624376358528,0
20156,0.05912112809676556,28269
23155,0.05910938389732445,0
24076,0.05910476801859534,0
1877,0.05909430453251805,0
8404,0.059093374348708434,0
23204,0.059063997584528766,0
6861,0.05903681532261253,0
27267,0.05900861391756734,0
21137,0.05900861391756734,0
4767,0.05900246701547507,0
10728,0.058971710572770196,11350
27391,0.058946226619220186,0
27873,0.058915831230363674,0
1893,0.058893796792068076,0
8167,0.058862243653857206,12751
8405,0.058806052433711425,31631
6865,0.05873964194823792,0
3833,0.05872322936213243,10789
13773,0.05872155235786205,0
18858,0.058708442540111566,8284
22008,0.05868839749100446,0
8343,0.05868539105911713,0
3174,0.05867735976440668,17970
11381,0.05866677507727497,0
4488,0.05866623423063532,0
19708,0.05865334480211313,0
26408,0.05859529796438046,0
10475,0.05858101810943819,0
22816,0.05857539152414302,0
17758,0.05856934875803601,0
23952,0.058524156708766484,0
17765,0.05850791976287666,15446
381,0.058489408682126064,0
13877,0.05842871395539188,0
7678,0.058428088604375254,0
5480,0.05842793505529145,0
23699,0.058419169603989074,0
738,0.05839049979124142,35645
6283,0.05838817423941139,11514
17143,0.05837308665932848,0
5318,0.05837308665932848,0
6622,0.05835481835174428,8193
4391,0.058350334243187585,0
8411,0.05834312408053618,0
5526,0.05831298745156204,0
25685,0.05829410936272944,0
13275,0.05828035577596419,0
1026,0.05827648087827211,5269
20254,0.05826312709898046,0
14461,0.058201832203535475,0
9417,0.058177771571243604,0
7166,0.058176035299955436,0
20744,0.05817600151951547,25119
16019,0.05816216562425645,62998
1425,0.05814237358329736,0
12667,0.05810878682308868,0
19151,0.05807140267657379,14393
5430,0.058040632728281555,0
10758,0.05803227034386299,0
14014,0.05800748006563442,0
4496,0.05800602414413978,137559
7563,0.058004505480323425,0
23102,0.05800428274608288,31897
9422,0.05798048003251402,0
10609,0.057973695839416035,0
17706,0.057972350835716245,0
22830,0.057964837094123416,0
2,0.057949266391307465,0
2958,0.057935343556730384,0
1666,0.057914488491563554,0
1504,0.05790264353359959,39002
9541,0.057873089368646415,8831
24493,0.05784403844158559,0
27464,0.05783389367866527,0
6891,0.057815598636567885,0
8825,0.057753122647478096,0
20265,0.05773193305731897,41849
16305,0.057727383864325306,7192
10128,0.05772302317911918,0
8291,0.05771995088795128,0
3979,0.057716555661679235,0
6058,0.05771358112232111,0
5673,0.05768755381927668,7775
16261,0.05761358507247329,0
28183,0.05761358507247329,0
20573,0.057534494169978696,0
28212,0.057484313900428546,0
9611,0.05745463703220882,0
3799,0.05744082336983777,23006
11387,0.05743309736363362,0
3330,0.05742670426604606,0
17542,0.05741915084193647,0
4154,0.05739220472363856,0
766,0.05737702679841103,0
241,0.0573750988814783,0
4992,0.05736458196228667,0
28138,0.05735535317644857,0
23322,0.05733070401814805,0
8306,0.057317387529772036,0
8630,0.057301989166909144,7579
17476,0.05727186349882759,0
8203,0.05726457569286738,0
20407,0.05726457569286738,0
27992,0.05723110069393229,0
3479,0.0572085575586111,0
22502,0.05718461841942809,4784
17203,0.05717914817560223,0
724,0.05717748183442728,0
10606,0.05716846949597137,4784
4121,0.05711347456950111,25630
25811,0.05709786217363955,0
25265,0.057075085974546726,0
26046,0.05706971270227091,0
16043,0.05702172299616562,20002
18782,0.057014422391611246,0
1740,0.05696467381535678,0
11580,0.05695457407601721,0
21635,0.05694239534034182,0
5111,0.05693442956861777,0
17326,0.056930409808815134,0
27974,0.05691759964857993,0
23165,0.05689625702514476,0
1022,0.05686394427650578,0
19067,0.05686081247486056,0
12846,0.0568583665244894,0
26160,0.05682217603723575,0
5971,0.05681416110011689,0
19944,0.056790873732314624,0
27237,0.056785947695959536,0
11075,0.05678396974126832,0
5767,0.056782864180247694,0
8559,0.056741603261528994,10526
12132,0.05673859350108452,0
18778,0.056718418180596426,0
23052,0.0567055628880849,0
12812,0.05668761177843232,34290
27561,0.05667705381700052,0
6178,0.05666356100080575,0
9923,0.056655745545996845,0
2249,0.05663899766950644,0
7269,0.056596938115291866,0
25310,0.05656270662647001,0
2888,0.05655087205498847,20051
2967,0.0565437273450324,0
12093,0.05653524484691685,0
3011,0.05650214229415992,0
27598,0.05649301668536375,0
7612,0.05649089385851036,0
20293,0.05647427076996849,0
21918,0.056453102957138145,0
16201,0.05644758573906108,0
25921,0.05642305472047235,0
2624,0.05641952447091777,0
9482,0.05639068567440563,0
1660,0.056378040047868005,0
8470,0.056377510908704104,0
5359,0.05637523223330459,0
633,0.056370233071864145,0
17679,0.05634972768931943,0
27239,0.056307702517089185,0
28127,0.05628697090640106,0
7718,0.05628286834414794,0
7412,0.056275952828466674,0
19769,0.05626890551419428,19669
20588,0.0562611717333412,41888
19668,0.056249317842104914,0
13146,0.05624316124084557,0
21644,0.056214802518802065,0
14962,0.05618899755549602,0
2214,0.05617823260193905,0
4943,0.05617631625675997,0
6267,0.05616702116452776,0
18212,0.05616496924435591,0
11343,0.056162706781626937,19138
23680,0.056158809033719,0
4306,0.05615657175583818,0
13896,0.056154084633929034,0
24696,0.05614918005779918,0
3496,0.056131543968257765,0
16659,0.056129042575855985,0
14280,0.05612671173584587,0
